date_time,tweet,splchar1,splchar2,is_sarcastic
21-03-2021 08:04,"b'A fabulous read to keep you turning the pages to find out what happened next. Grab a copy of ""The (un)Lucky Sperm""\xe2\x80\xa6 https://t.co/yKvYIW2DMa'",b'author2authors',b'worldwide',1
21-03-2021 07:57,"b""From tomorrow in Wales, we'll be able to buy that well known covid super spreader in supermarkets again.  Yay for ........books! #sarcasm""",b'mishmashwrites',b'North Wales/Chester via Oxon',1
21-03-2021 07:31,"b'@RoflGandhi_ https://t.co/iUQszDnpKs\n\nHas already been appointed Chief Medical Officer, proof that #FantaClaus is\xe2\x80\xa6 https://t.co/ddiRinOdcD'",b'IvanneD1',b'',1
21-03-2021 07:24,"b'I 10/10 recommend having your Aunt Flo  come visit for the first time in 3 months while renovating a house, having\xe2\x80\xa6 https://t.co/qvPH7R6N7e'",b'beingbritt24_',b'39.5272\xc2\xb0 N 80.3397\xc2\xb0 W',1
21-03-2021 07:08,b'@BDUTT Mha ka hm is son of head master \nHe is football fan\nHe have his gf also\nHe was just trying to help oppressed\xe2\x80\xa6 https://t.co/vjsDVDK4UY',b'BackBenchers44',b'',1
21-03-2021 06:40,"b""@OldTownCards Jordan's have corrected a bit. Guess I should just sell every card I own and join the Peace Corp. It'\xe2\x80\xa6 https://t.co/MnCvLdlXV1""",b'HobbyChamps',b'',1
21-03-2021 06:39,"b""Going 8k cases tomorrow. Let's keep on breaking the record. Super galing ng response ng gvt eh. They deserve both O\xe2\x80\xa6 https://t.co/sCIFlv1S1K""",b'Orange_RViel',b'Orenji ni Margarita ',1
21-03-2021 06:31,"b'@GlasgowCC @nextbikeUK Right on the money again Glasgow, understanding what the people want or need tbh. Keep the g\xe2\x80\xa6 https://t.co/sPbLS5x5nb'",b'TomBowie12',b'',1
21-03-2021 06:13,"b'People who are afraid to die of a virus that\'s 99% survivable are lining up for a brand new ""cure"" that has actuall\xe2\x80\xa6 https://t.co/gGqyL2txLi'",b'lianna_conda',"b'Beantown, USA! '",1
21-03-2021 06:00,"b""There's nothing as therapeutic as #retailtherapy!\n\n#sarcasm https://t.co/3wJLjiIGQn""",b'BhoomiClothPads',"b'Bangalore, India'",1
21-03-2021 05:54,b'BREAKUPS AND #SARCASM https://t.co/LGrjnIfWzQ #breakup #love https://t.co/OcswyIeDU5',b'alegnamedia',b'NC',1
21-03-2021 05:40,b'@SMEMUFC @smfcmike @smfc @SydneyFC @FOXFOOTBALL @Foxtel Agree #Sarcasm',b'LeaveAndrews',b'',1
21-03-2021 05:06,b'Listen. At least pretend.\n\nFeel Pretty Every Day:\n\nhttps://t.co/4T8CEnKVpF\n\n#relationship #breakup #giftforher\xe2\x80\xa6 https://t.co/u2sTOd4cq8',b'OhCheetah',"b'New Delhi, India'",1
21-03-2021 03:49,b'so now i know you cant have 2 antminers plugged in the same outlet... \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f I mean half of my house is burn\xe2\x80\xa6 https://t.co/rP0UtdTjoN',b'Edokins91',"b'Los Angeles, CA'",1
21-03-2021 03:48,b'Holi is on 29th March. Gabbar Singh must be happy to know it.\n#nikornikhil\n#joke #sarcasm #meme #memesdaily #Gabbarsingh',b'nikornikhil_',b'',1
21-03-2021 03:45,"b'\xf0\x9d\x9a\x88\xf0\x9d\x9a\x98\xf0\x9d\x9a\x9e\xe2\x80\x99\xf0\x9d\x9a\x9b\xf0\x9d\x9a\x8e \xf0\x9d\x9a\x96\xf0\x9d\x9a\x8a\xf0\x9d\x9a\x8d \xf0\x9d\x9a\x8c\xf0\x9d\x9a\x8a\xf0\x9d\x9a\x9e\xf0\x9d\x9a\x9c\xf0\x9d\x9a\x8e \xf0\x9d\x9a\x96\xf0\x9d\x9a\xa2 \xf0\x9d\x9a\x9c\xf0\x9d\x9a\x9d\xf0\x9d\x9a\xa2\xf0\x9d\x9a\x95\xf0\x9d\x9a\x8e\n\xf0\x9d\x9a\x88\xf0\x9d\x9a\x98\xf0\x9d\x9a\x9e\xe2\x80\x99\xf0\x9d\x9a\x9b\xf0\x9d\x9a\x8e \xf0\x9d\x9a\x8a\xf0\x9d\x9a\x8d\xf0\x9d\x9a\x96\xf0\x9d\x9a\x92\xf0\x9d\x9a\x9b\xf0\x9d\x9a\x92\xf0\x9d\x9a\x97\xf0\x9d\x9a\x90\n\xf0\x9d\x99\xb3\xf0\x9d\x9a\x98\xf0\x9d\x9a\x97\xe2\x80\x99\xf0\x9d\x9a\x9d \xf0\x9d\x9a\x8b\xf0\x9d\x9a\x8e \xf0\x9d\x9a\x96\xf0\x9d\x9a\x8a\xf0\x9d\x9a\x8d, \xf0\x9d\x9a\x84\xf0\x9d\x99\xbf\xf0\x9d\x9a\x82 \xf0\x9d\x9a\x92\xf0\x9d\x9a\x9c \xf0\x9d\x9a\x91\xf0\x9d\x9a\x92\xf0\x9d\x9a\x9b\xf0\x9d\x9a\x92\xf0\x9d\x9a\x97\xf0\x9d\x9a\x90 \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f \n#Respectfully #LifeIsStrange3 #Sarcasm\xe2\x80\xa6 https://t.co/QTlSf4A8T5'",b'Malbandzz',"b'Tampa, FL'",1
21-03-2021 03:18,"b""@Holly_4Congress you're stifling an American's god-given right of free speech. if every person is supposed to be eq\xe2\x80\xa6 https://t.co/rgkLv7k5Mz""",b'kylejbrady',"b'Pennsylvania, USA'",1
21-03-2021 03:12,b'Just think of the college looks he\xe2\x80\x99d get if he did this in SF. #Sarcasm https://t.co/YCfwOccBRa',b'Alex_Suther',b'Marshall County SD',1
21-03-2021 02:48,b'Upgrading gear in #WoW is so easy now!\n\nEspecially after spending all week grinding out all the possible options ju\xe2\x80\xa6 https://t.co/wl5h52U061',b'rooster_irl',"b'British Columbia, Canada'",1
21-03-2021 02:29,"b""@semperdiced Don, Jr's videos come to life outside of his Twitter and the fallout is magnificent. Arkansas, who would have guessed. #Sarcasm""",b'americangirl194',"b'Memphis, TN'",1
21-03-2021 02:23,"b'@thatstarwarsgrl Like, I find your objectification of this racist, sexist, homophobic, intolerant, cis white male t\xe2\x80\xa6 https://t.co/Xb5NL7D3t3'",b'InchHighCG',b'Earth',1
21-03-2021 02:19,b'Well I\xe2\x80\x99m glad they kept the part where Superman pointlessly fights the #JusticeLeague because why even do this movie otherwise. #sarcasm',b'mrawdon',b'Roaming Silicon Valley',1
21-03-2021 02:04,b'@nationalpost I\xe2\x80\x99m sure we can find a way to blame Harper or Mulroney. Or the stone age conservatives. #Sarcasm  why\xe2\x80\xa6 https://t.co/5tGL1Wz1H7',b'Beefo2002',b'Canada',1
21-03-2021 02:02,b'@Zaphod59 @BeBestNOW @RandPaul Are you sure i mean look at Los Angeles we have had the longest mask mandates and lo\xe2\x80\xa6 https://t.co/tV0Fzt7h6z',b'VinnyDonuts',"b'Los Angeles, CA'",1
21-03-2021 01:54,b'Well... Canes going for 9 Ls in a row now after getting 9 Ws \xf0\x9f\x99\x83 #sarcasm #pain #sadness',b'PajamaCaniac',b'',1
21-03-2021 01:32,"b""@Qldaah Well of course *now* she'll say it outside parliament #Sarcasm""",b'ewe2',b'urbanized rurality',1
21-03-2021 01:30,"b""Ease in restrictions... Cases go up...\nYou don't think they are RELATED... Do you?!?! \nIf only we had been WARNED a\xe2\x80\xa6 https://t.co/5VUYDtARMl""",b'wildling_wolf',b'Here. But not all there.',1
21-03-2021 01:27,b'@Navidislam2013 @NaveenABC7 @ABC7NY @ABC7NYNewsDesk @CeFaanKim There\xe2\x80\x99s also lots of books at the library that have\xe2\x80\xa6 https://t.co/sXY7DhoIOx',b'vendonah',b'',1
21-03-2021 01:16,"b'If you have a message for Bill Gates, reply to this Tweet. I got my first infusion of nanoparticles (aka COVID vacc\xe2\x80\xa6 https://t.co/2lt5nSh3XN'",b'pittfrog',"b'Pittsburgh, PA'",1
21-03-2021 01:14,b'@JustTMill @cwdarney That Tony Bennet is such a terrible coach and should be replaced! #sarcasm',b'KurtSchnippel',"b'Decatur, IL'",1
21-03-2021 01:06,b'@David_W_Olinger No defenders clearing out traffic in front = blam the goalie for that #sarcasm',b'Imparfaite90_',b'',1
21-03-2021 00:59,b'Really should put #sarcasm at the end of this. https://t.co/nHu2dANtcE',b'ConcernedHk',b'',1
21-03-2021 00:45,b'Has anyone checked with @RoyalFamily to see if it is OK?\n\n#SARCASM https://t.co/5pp96WqpcG',b'WEWoodsKY',"b'Boone County, KY'",1
21-03-2021 00:23,b'UCONN looks good so far..*eye roll* #sarcasm',b'only1scratch',"b'Rahway, NJ'",1
21-03-2021 00:18,"b""Hunh... So you're telling me goalies can actually stop the puck\xe2\x80\x94 WHO KNEW!\n\n#Sarcasm\n\n#LeafsForever #TMLtalk""",b'BrownBearVK',b'',1
21-03-2021 00:09,"b'The problem is, the person in charge of deciding if Boris Johnson broke the ministerial code is Boris Johnson! I wo\xe2\x80\xa6 https://t.co/METnmtsBUS'",b'GeordieJoeHardy',b'',1
21-03-2021 00:09,"b'I Wana Be A Cowboy -- Extended Version\n\n#Music #Sarcasm ""#Cowboy""\n#Cowgirl #Gypsy #Nomad\n#BoysDontCry #Eighties #US\xe2\x80\xa6 https://t.co/pH20y7J41k'",b'BillRenshaw4',b'',1
20-03-2021 23:59,"b""@CatsCavern @zerhanahbaby Yeah.\n\nBut tbh, it's more satisfying getting someone dragged out of a place by cops for r\xe2\x80\xa6 https://t.co/VFhFPIFtvq""",b'k3vk4',b'51\xc2\xb0N 7\xc2\xb0E - (\xf0\x9f\x87\xaa\xf0\x9f\x87\xba\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa)',1
20-03-2021 23:52,b'@SecretService does this qualify as threatening or claiming credit for an attack on a sitting president? Please say\xe2\x80\xa6 https://t.co/eTIazqhcXu',b'PhilLTheIV',b'',1
20-03-2021 23:37,b'Nailed it. #sarcasm https://t.co/EcfgX9tdcK',b'fmahmad88',"b'Napa, CA'",1
20-03-2021 23:27,b'Sure...I respect my governors leadership. @jaredpolis #Sarcasm #ColoradoAgriculture #WhereIsTheBeef https://t.co/D3z5bHSXIs',b'becca138',b'Colorado',1
20-03-2021 22:55,b'Cancel the tournament! #sarcasm https://t.co/XDeLjYeTRh',b'ZachTakes',"b'Cedar Rapids,IA'",1
20-03-2021 22:50,b'@bobpockrass Great.... \xf0\x9f\x99\x84 #sarcasm',b'turfgirl97',"b'Mississippi, USA'",1
20-03-2021 22:45,b'@fordnation @SkellyHamilton Yeah this looks like essential travel to me. #sarcasm',b'KvanSteendelaar',"b'Brampton, ON'",1
20-03-2021 22:19,"b'@CynthiaDRitchie You should have asked ""What has been wrong with LUMS all along?"" \xf0\x9f\x98\x8e\n\n#sarcasm'",b'WajeehSamdani',b'Germany',1
20-03-2021 22:16,"b""@WSJ I thought Bill Gates' chip in my vaccine would suffice\n#sarcasm https://t.co/QpRjRLfXas""",b'Mike_Ploucha',"b'Cincinnati, OH'",1
20-03-2021 22:15,b'Right from the CON all Canadians party. Well done.  #sarcasm https://t.co/9JD0yjllpW',b'dadzez',b'Newfoundland and Labrador',1
20-03-2021 22:13,b'@BreesAnna SOMEONE SOUND THE ALARM THESE PEOPLE NEED TO BE PROTECTED FROM THEMSELVES!!!! \xf0\x9f\xa4\xaa #sarcasm &lt;-needed to inc\xe2\x80\xa6 https://t.co/e2Wsg9DNPn',b'BTC_Block_Head',b'',1
20-03-2021 22:13,b'@OfficialFPL Where the fuck is Joelinton?!?!?#sarcasm #NUFC',b'hogginprague',"b'Prague, Czech Republic'",1
20-03-2021 21:56,b'Let us be honest this is the height of Jonny Bailey\xe2\x80\x99s career \n#sarcasm #brigerton https://t.co/HDLxZ69I0Y',b'DyslexicDuchess',"b'South West, England'",1
20-03-2021 21:55,b'@PhizLair That would be like buying an individual copy of the New York Times as opposed to subscribing. Obviously not possible.#sarcasm',b'WayneO65537',b'',1
20-03-2021 21:32,"b'@NUFC Yay, the clueless wonder has pulled off another master class #sarcasm #bruceisabellend #BruceOut #NUFC #NewcastleUnited'",b'HeatherPrivett4',"b'Hereford, England'",1
20-03-2021 21:30,"b'@Rich1982Miller @NUFC I see Hendricks has made a big difference, since coming on?  #Sarcasm. He\xe2\x80\x99s out for a jog?'",b'AlanErrington',b'Vancouver Canada',1
20-03-2021 21:21,b'@MollyJongFast Consider the source. Great example for his children #sarcasm',b'eahester',b'',1
20-03-2021 21:15,"b'@WriterlyTweets ""Prince CHARMIN"" was full of CRAP!\n#sixwordstory\n#amwriting\n#sarcasm'",b'iDispenseHumor',b'Go West til You Reach Water',1
20-03-2021 21:11,b'OMG ... has Hell frozen over. #sarcasm \nLook I turned a non-believer into a #samdarnold believer. \nWelcome - have a\xe2\x80\xa6 https://t.co/ONTjGjya4L',b'SweetStephanie7',"b'Rockland County, NY'",1
20-03-2021 21:04,"b'@northlander68 Yes, why are there no \xe2\x80\x9cI stand with Michael\xe2\x80\x9d tweets? Says it all about modern Scotland. \n\n#sarcasm'",b'screebs69',b'Glasgow',1
20-03-2021 20:46,b'@DidHabsWinInOT Wow. 3v3 OT is so exciting. #sarcasm',b'StephenWLee',"b'Newfoundland and Labrador, Can'",1
20-03-2021 20:39,"b'I just love the phrase ""You good"" in any capacity!\n#concern\n#threat\n#sarcasm \n#love'",b'ActBeforeUThink',b'best coast ',1
20-03-2021 20:38,b'CBP Asks to Fly Migrants to Canadian Border for Processing amid Surge: Report https://t.co/I0tWfeHgCh\nWho could hav\xe2\x80\xa6 https://t.co/jLkLmR7eml',b'Mauerback',b'',1
20-03-2021 20:34,"b'It\'s said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!""'",b'MyWitsEndTweet',b'',1
20-03-2021 20:30,"b'It\'s said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!""'",b'wit_twitt',b'',1
20-03-2021 20:29,b'What a fun race that was. I thoroughly enjoyed that fun &amp; entertaining race. #Sarcasm #Fr8Auctions200 https://t.co/9rsNCQ7Cws',b'3HL4LIFE',b'',1
20-03-2021 20:28,b'@sdutKevinAcee He\xe2\x80\x99s probably going all out to make the MLB squad and then he\xe2\x80\x99ll go back to his old ways. #sarcasm',b'TheDailyDiddy',"b'Solana Beach, CA'",1
20-03-2021 20:28,b'Never leave home without at least 22 pounds of Meth \n#sarcasm https://t.co/wmlgtHGmn1',b'CouchApe',"b""Dad's House \xf0\x9f\x8e\xae""",1
20-03-2021 20:26,"b""@JacobRude You're kidding. #sarcasm""",b'TheBoostress',b'City of Angels',1
20-03-2021 20:25,b'Well done! #sarcasm https://t.co/48x6AuwSVS',b'everydayjoemtl',b'Second Star to the Right',1
20-03-2021 20:24,b'@karlarosehanson Really making a great case for young people to move to the state. Sounds like the gritty lawmaking\xe2\x80\xa6 https://t.co/xR2HKsttaw',b'joetews',"b'Apollo Beach, FL'",1
20-03-2021 20:02,b'@Dan_gaines23 @RepJimmyGomez @HouseGOP @RepMTG @mtgreenee @laurenboebert @GOPLeader @GOP @SenateGOP \xf0\x9f\x98\x85\xf0\x9f\x98\x82 Where was th\xe2\x80\xa6 https://t.co/U1XM4AEP3a',b'shepersisted369',b'',1
20-03-2021 19:47,b'Achievement upskirting Gal Gadot unlocked during first 25 minutes \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\n\n#DC #SnyderCutJusticeLeague #dobetter\xe2\x80\xa6 https://t.co/NIx1xAl4zH',b'_rockinmrmagic',"b'Pennsylvania, USA'",1
20-03-2021 19:44,b'@ChrissyW777 @maritstiles @OSSTF9 How are @sflecce and @fordnation handling their break.  15 days in the legislatur\xe2\x80\xa6 https://t.co/1sT0AKTuMN',b'ACanadianYeti',b'Great White North',1
20-03-2021 19:43,"b'Its funny how we tell the girl child ""once you get married you can do anything you want""\nIs it?\n#girls #AToastTo\xe2\x80\xa6 https://t.co/clIwvLtO9K'",b'Girllik76813277',b'',1
20-03-2021 19:37,b'Spending more money on the lights and less on the equipment. Ok cool #sarcasm @ncaawbb @marchmadness @NCAA @espn https://t.co/OH7AB91H9R',b'boboddyz',b'',1
20-03-2021 19:26,b'Important message from our Covid overlords!\n\nThis article was promoted into my feed by Twitter. It uses new definit\xe2\x80\xa6 https://t.co/yInYFdGgPu',b'SinisaCatic',"b'Ottawa, Ontario, Canada'",1
20-03-2021 19:22,"b""@ManUnitedMedia @utdreport Well it's definitely not down to the coaching staff and Ole #sarcasm""",b'MUFCpaul74',b'',1
20-03-2021 19:11,b'I wonder if I meant it or not \xf0\x9f\xa4\x94 #RocketLeague #Sarcasm #rocketleagueclips #gaming #goodgoal #lucky #fakeorreal https://t.co/kRR4BTvhW9',b'RaZoR_GK_1',b'United Kingdom',1
20-03-2021 19:02,"b'@DanielleDGTV @Shelley_Lawless @JimWatsonOttawa Exactly! Or like go and dine indoors with him, maskless, during a p\xe2\x80\xa6 https://t.co/M1QZwkRNm1'",b'Tawadude1',"b'Ottawa, Ontario'",1
20-03-2021 18:53,"b""#thewall #bbc #bbc1 #sarcasm The Wall is  the best thing on TV at the moment! Can't fault it!""",b'Richard25980203',b'',1
20-03-2021 18:49,b'@neilfissler Do they need them? Surely #Farrell is the @EnglandRugby saviour. Who needs a backup when you have teflon on the pitch? #sarcasm',b'DamoFoster',b'',1
20-03-2021 18:48,b'The Ability to insult idiots T-Shirt.\n\nhttps://t.co/tdKB5kDqOJ\nAMAZON AFFILIATE LINK.\n.\n#sarcasm #insult #ability #idiots #fools #affiliate',b'quoteclubtees',b'',1
20-03-2021 18:40,b'@shannonrwatts Because SOOOOOOOO many of the other #QAnonCult conspiracies have come true. #sarcasm #GQPIsTheNewGOP\xe2\x80\xa6 https://t.co/1QIyFHubah',b'suezq801',b'Mid America',1
20-03-2021 18:29,b'I\xe2\x80\x99m sure as soon as he\xe2\x80\x99s held China to account for kidnapping and illegally detaining two Canadian citizens he\xe2\x80\x99ll g\xe2\x80\xa6 https://t.co/o96KlW2LWZ',b'tleehumphrey',"b'Calgary, Alberta'",1
20-03-2021 18:24,b'@IanR_1970 Who need draw then huh. Just put Bayern &amp; City right up to the final. The rest just redundant!  What a F\xe2\x80\xa6 https://t.co/qqWGqIUdrN',b'jesse_adnan',b'',1
20-03-2021 18:22,"b'@ZeeNewsEnglish Yes, absolutely true..! And #COVID19 disappear by organizing public rally and gathering at a political event..!! #Sarcasm'",b'CA_AmitShah',b'Vyara',1
20-03-2021 18:16,b'I think one day Biden will have problems climbing the stairway to heaven. #sarcasm',b'raguillemette',b'',1
20-03-2021 18:11,"b""@MulundMumbai If any place in India achieves Herd Immunity first, It's gonna be Mulund! \xf0\x9f\x98\x82\n\n#Sarcasm""",b'amey_deshmukh',"b'Mumbai, India'",1
20-03-2021 18:08,b'@united_sid Being captain obvious mate \xf0\x9f\x98\x82\xf0\x9f\x98\x82! This is  how our club is been Run! #Sarcasm',b'iqqumufc',"b'Mumbai, India'",1
20-03-2021 18:07,"b""I've been doing this recently, If you look at me, I greet you and you don't reply me, I'll scream it louder with a\xe2\x80\xa6 https://t.co/K6YgT3KUmX""",b'EthelFlair',"b'Lagos, Nigeria'",1
20-03-2021 18:02,"b""\xe2\x80\x9cNo one's gonna drag you up\nTo get into the light where you belong\nBut where do you belong?\xe2\x80\x9d\nA trivial issue wisely\xe2\x80\xa6 https://t.co/QkafLt8oe4""",b'ZebraCrossing00',b'India',1
20-03-2021 18:01,"b'@BaldwinRE Yes forgot the #sarcasm tag - and actually, that should\xe2\x80\x99ve been \xc2\xa3 rather than \xe2\x82\xac :-)'",b'Dr_Flintstone',"b'Helsinki, Finland'",1
20-03-2021 18:00,"b'#BetweenFireAndPines is free on Kindle today! Once you choke down the first chapter, the rest is pretty good.\xe2\x80\xa6 https://t.co/fl6gUISRfE'",b'KathleenSawisky',"b'Calgary, Alberta, Canada'",1
20-03-2021 17:58,"b""Today has been spent listing on @eBay_UK\n\nI just don't understand why I can't sell my \xf0\x9f\x90\x95 &amp; \xf0\x9f\x91\xb0\n\n#justsaying #sarcasm\xe2\x80\xa6 https://t.co/izNAHTYQSx""",b'Dave_G_Grant',b'Cambridgeshire',1
20-03-2021 17:43,"b'Love it when guys talk to me for all of 5 minutes, and think they know what I need. \xf0\x9f\x99\x84 I don\xe2\x80\x99t even know what I need\xe2\x80\xa6 https://t.co/2MjtlNA2Np'",b'SIBisME',"b'Nunya Biz, GTFOH'",1
20-03-2021 17:38,"b""Why beautiful girls start taking interest in you only when you've just started a relationship with someone else?\xe2\x80\xa6 https://t.co/LJxI9wJupC""",b'bizzare_brajesh',b'',1
20-03-2021 17:30,"b""@bruce_arthur So strange that the area hardest hit doesn't have any pharmacies. #sarcasm\n\n#VoteFordOut2022 #ZeroConservatives""",b'lynnca1972',"b'Ontario, Canada'",1
20-03-2021 17:28,"b""....next time I'm gonna say sure. \n\n...for $1400. \n\n#sarcasm #stimmychecks #yougetacheck #somepeople""",b'unclejoe1116',b'somewhere taking pictures',1
20-03-2021 17:17,"b'Everyone is talking about living in the present; Still, we read newspapers. They have everything except the present; LOL. \n\n#sarcasm'",b'pushpu0071',b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4',1
20-03-2021 17:07,b'@WaltTheStalt @thehill #SARCASM or Onion headline???',b'nickeaster19',b'',1
20-03-2021 17:00,b'@simondolan @BorisJohnson There was only 800 Simon acccording to the BBC. Stop spreading disinformation. Lol #sarcasm',b'Jaymorrissonn',b'',1
20-03-2021 16:58,"b'@RegionofHalton How about you focus on us Front line workers that have kept you fed, and let you continue your \xe2\x80\x9cess\xe2\x80\xa6 https://t.co/V28mENth0f'",b'greenfreeman12',"b'Guelph, Ontario'",1
20-03-2021 16:56,"b""Lol. #MahaVasooliAghadi govt. in Maharashtra showing #TransferMyCommission govt. in WB how it's DONE.\xf0\x9f\x98\x9b\xf0\x9f\x98\x82\n\n#Sarcasm https://t.co/4dYZpDzqgu""",b'bakshi_arnab',b'Kolkata',1
20-03-2021 16:56,b'https://t.co/a8SSKZips0 ++++ here is something which I have discussed about social insecurity; you can check this o\xe2\x80\xa6 https://t.co/YezDNY8mw2',b'pushpu0071',b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4',1
20-03-2021 16:56,b'USA today..\xe2\x80\x9dthx for your vote btw.\xe2\x80\x9d #sarcasm @ZappBdot https://t.co/etEqfAIewu',b'ZappBdot',b'Planet Earth',1
20-03-2021 16:47,"b'#WritingCommunity #selfhelp #comedy #happiness #sarcasm #selfpromosaturday ""I Need Dis... No The F\' You Don\'t"" a sa\xe2\x80\xa6 https://t.co/aatlhEHM1V'",b'NicoletteFuller',b'Canada',1
20-03-2021 16:43,"b'@CBCOttawa @OttawaHealth Fantastic numbers - doubling from 2 weeks ago! Great leadership from our much loved, longe\xe2\x80\xa6 https://t.co/E7E1ue8X2Q'",b'Tawadude1',"b'Ottawa, Ontario'",1
20-03-2021 16:41,"b'@IRPlawyer Naw ... it\'s called ""take two aspirin and call me in the morning""\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84\n#Sarcasm @03Zach  @JohnHaleCrimLaw'",b'DAVIDMUGGLE1',"b'Greater Vancouver, British Col'",1
20-03-2021 16:40,"b""Do you know what's funny! Voting, you vote, even though you know that nothing is going to change. \n\n#sarcasm""",b'pushpu0071',b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4',1
20-03-2021 16:40,"b'@ctvottawa Fantastic numbers - doubling from 2 weeks ago! Great leadership from our much loved, longest-serving May\xe2\x80\xa6 https://t.co/oG5cNM85r6'",b'Tawadude1',"b'Ottawa, Ontario'",1
20-03-2021 16:36,"b""Thank God cancer doesn't spread #sarcasm #you douchebag motherfucks""",b'blueblood414',b'United States',1
20-03-2021 16:31,"b""just took my first dose of pure deadly poison and I don't feel so good. I feel faint, I think I might just die. #sarcasm""",b'akaKendellC',b'grand saline texas',1
20-03-2021 16:26,"b""@dmalan29 dOeSn'T deSeRvE nO.1 rAnKinGs, hE wAs LucKy. hE cAN't pLay qUicK. He'S tHe weAkLinK in tHe\xe2\x80\xa6 https://t.co/yysWFGOl9V""",b'MohdNahyaan',b'',1
20-03-2021 16:21,"b""@PoetryRebellion Maybe, though we're both apparently terrorists according to the @TerrorismPolice.\n\nBTW, got the we\xe2\x80\xa6 https://t.co/UkNf6GgIAk""",b'Socialism4Jobs',"b'Interweb, aka the ultimate WMD'",1
20-03-2021 16:09,"b""@Fact It's a propaganda to spread hate for mosquitoes \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 #Sarcasm""",b'BadalUbana',b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4 / Hindustan / India  \xf0\x9f\x87\xae\xf0\x9f\x87\xb3',1
20-03-2021 15:55,b'@PegFrenchy @erinotoole @RCAF_ARC @liberal_party #sarcasm #ItsAllIveGotTheseDays because @CPC_HQ keeps picking the\xe2\x80\xa6 https://t.co/cJ5Ln99qYW',b'Scrapper929',"b'Beaconsfield, Qu\xc3\xa9bec'",1
20-03-2021 15:53,"b""@DLand91 I'm sure American Flat track pays a lot more and has a bigger audience that @IMSA #sarcasm""",b'WVallwheeldrive',"b'West Virginia, USA'",1
20-03-2021 15:48,b'@SafetyDude6 @JesseKellyDC Damn #sarcasm has left the building.',b'BamaFan4Life41',"b'Columbia, TN'",1
20-03-2021 15:45,b'@zoo_bear I remember a similar incident was reported when Kamsa was king! #GoodTimes #Sarcasm! #Sad!',b'MooninSwami',b'',1
20-03-2021 15:44,b'@RexChapman @CoyotesAvs12 Nice @GovRonDeSantis   #sarcasm',b'tripower66',b'',1
20-03-2021 15:41,"b""We don't understand what we really don't want to be understand....it hurts after time is left.\nSo just prove it for\xe2\x80\xa6 https://t.co/j4zymldMPZ""",b'Sachinkushw',b'',1
20-03-2021 15:38,b'@CameronWolfe Whatttt no way. No one could\xe2\x80\x99ve seen this coming. I\xe2\x80\x99m so surprised. #sarcasm It\xe2\x80\x99s almost like everyon\xe2\x80\xa6 https://t.co/GCnR2qs8u2',b'Joe_Burgraff_14',"b'Winchester, TN'",1
20-03-2021 15:32,b'Just no way they could have seen this coming. Complete shock. #sarcasm. https://t.co/3ZcD9pIXoj',b'PaulKuharskyNFL',"b'Nashville, TN'",1
20-03-2021 15:30,b'Just out to supermarket heard this: father to toddler \xe2\x80\x9cdon\xe2\x80\x99t f**king swear at me\xe2\x80\x9d no idea where he\xe2\x80\x99s picked that be\xe2\x80\xa6 https://t.co/gOVLtqrsSQ',b'blueglassesuk',"b'England, United Kingdom'",1
20-03-2021 15:27,b'@TheRealHoarse What\xe2\x80\x99s a painful disease with possible lifelong health complications compared to standing in a crowd\xe2\x80\xa6 https://t.co/Kno7grkarr',b'ipixie2',b'',1
20-03-2021 15:25,"b'@RobertRijnders @sphodgson @itsJeffTiedrich Yeah, how dare anyone criticize Biden! #sarcasm'",b'matteo361',b'South Side ',1
20-03-2021 15:21,"b""I'm offended. \n#Sarcasm https://t.co/o7nhvqodTY""",b'AingkaranK',b'Sri Lanka',1
20-03-2021 15:11,"b'@Reuters well that\xe2\x80\x99s not sensational news for @AstraZeneca, now is it? #sarcasm'",b'clbds_',"b'Pine Hills, Albany, New York'",1
